train_loss,step,epoch,val_acc,val_loss,test_acc,test_loss
0.19152165949344635,49,0,,,,
0.4700718820095062,99,0,,,,
0.22087763249874115,149,0,,,,
0.19841329753398895,199,0,,,,
0.2121228575706482,249,0,,,,
0.17641222476959229,299,0,,,,
0.3430803418159485,349,0,,,,
0.2691537141799927,399,0,,,,
0.10708194971084595,449,0,,,,
0.11337295919656754,499,0,,,,
0.3515182137489319,549,0,,,,
0.2802155017852783,599,0,,,,
0.11008936166763306,649,0,,,,
0.2522532641887665,699,0,,,,
0.31528034806251526,749,0,,,,
0.39989662170410156,799,0,,,,
0.1516299545764923,849,0,,,,
0.2734595835208893,899,0,,,,
,937,0,0.9750999808311462,0.08010058850049973,,
0.29266127943992615,949,1,,,,
0.39768296480178833,999,1,,,,
0.19989906251430511,1049,1,,,,
0.17934033274650574,1099,1,,,,
0.4360301196575165,1149,1,,,,
0.15877407789230347,1199,1,,,,
0.26481878757476807,1249,1,,,,
0.17914849519729614,1299,1,,,,
0.36934971809387207,1349,1,,,,
0.16022269427776337,1399,1,,,,
0.2387361079454422,1449,1,,,,
0.35745394229888916,1499,1,,,,
0.2139032632112503,1549,1,,,,
0.13772718608379364,1599,1,,,,
0.10197873413562775,1649,1,,,,
0.35176539421081543,1699,1,,,,
0.2922380268573761,1749,1,,,,
0.2171594649553299,1799,1,,,,
0.11211104691028595,1849,1,,,,
,1875,1,0.9769999980926514,0.07837089151144028,,
0.17082348465919495,1899,2,,,,
0.21603251993656158,1949,2,,,,
0.12256833910942078,1999,2,,,,
0.15214130282402039,2049,2,,,,
0.3418446481227875,2099,2,,,,
0.34704819321632385,2149,2,,,,
0.1707269698381424,2199,2,,,,
0.1457505226135254,2249,2,,,,
0.32862794399261475,2299,2,,,,
0.35574373602867126,2349,2,,,,
0.4050244092941284,2399,2,,,,
0.26325586438179016,2449,2,,,,
0.2621513307094574,2499,2,,,,
0.12973947823047638,2549,2,,,,
0.7459924221038818,2599,2,,,,
0.18426452577114105,2649,2,,,,
0.25198712944984436,2699,2,,,,
0.11001195758581161,2749,2,,,,
0.13095222413539886,2799,2,,,,
,2813,2,0.979200005531311,0.06525693088769913,,
0.11718033254146576,2849,3,,,,
0.17190249264240265,2899,3,,,,
0.20162741839885712,2949,3,,,,
0.2410339117050171,2999,3,,,,
0.22636447846889496,3049,3,,,,
0.07131291925907135,3099,3,,,,
0.283414363861084,3149,3,,,,
0.34751957654953003,3199,3,,,,
0.2713608145713806,3249,3,,,,
0.21596184372901917,3299,3,,,,
0.3115960657596588,3349,3,,,,
0.16176089644432068,3399,3,,,,
0.3537370264530182,3449,3,,,,
0.20162393152713776,3499,3,,,,
0.24149206280708313,3549,3,,,,
0.13376100361347198,3599,3,,,,
0.07305920124053955,3649,3,,,,
0.30128756165504456,3699,3,,,,
0.31283673644065857,3749,3,,,,
,3751,3,0.9814000129699707,0.06025995314121246,,
0.23880484700202942,3799,4,,,,
0.2881218492984772,3849,4,,,,
0.15910300612449646,3899,4,,,,
0.19095544517040253,3949,4,,,,
0.2840456962585449,3999,4,,,,
0.10912248492240906,4049,4,,,,
0.2675725817680359,4099,4,,,,
0.326657772064209,4149,4,,,,
0.06575104594230652,4199,4,,,,
0.31063735485076904,4249,4,,,,
0.2736720144748688,4299,4,,,,
0.1256019026041031,4349,4,,,,
0.1706562042236328,4399,4,,,,
0.09410795569419861,4449,4,,,,
0.23855121433734894,4499,4,,,,
0.0793309211730957,4549,4,,,,
0.17317380011081696,4599,4,,,,
0.19499018788337708,4649,4,,,,
,4689,4,0.9808000922203064,0.05729176104068756,,
0.08538783341646194,4699,5,,,,
0.2711115777492523,4749,5,,,,
0.10794674605131149,4799,5,,,,
0.4566412568092346,4849,5,,,,
0.16037701070308685,4899,5,,,,
0.23076002299785614,4949,5,,,,
0.23821750283241272,4999,5,,,,
0.33091825246810913,5049,5,,,,
0.24895548820495605,5099,5,,,,
0.15264363586902618,5149,5,,,,
0.18056005239486694,5199,5,,,,
0.14760293066501617,5249,5,,,,
0.08960478752851486,5299,5,,,,
0.16951163113117218,5349,5,,,,
0.1324712336063385,5399,5,,,,
0.21761691570281982,5449,5,,,,
0.06401197612285614,5499,5,,,,
0.20318803191184998,5549,5,,,,
0.278825581073761,5599,5,,,,
,5627,5,0.9837999939918518,0.05469436198472977,,
,5628,6,,,0.9837999939918518,0.05469436198472977
